NodeId,Screen,TrendScore,TrendIcon,Name
0,aaf6c742-0a58-4a62-88c9-8b40d4e49e04,30,4041472252/assets/usa_news_carousel.png,US News
0,0b0c351c-ad6c-4d70-9f1c-4b1bc5653b81,25,4041472252/assets/india_cricket_carousel.png,India Cricket
0,6baebf70-70fd-42fc-aa20-f526a3804b64,27,4041472252/assets/gsw_carousel.png,Golden State Warriors
